Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường 70, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",42,5,3,,,4,4,3,Have certificate,Full,4.7
"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",32,4,2,,,4,4,4,Have certificate,Basic,4.7
"Dự án KDC Phú Hồng Thịnh 6, Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",71,,,,,3,3,4,Have certificate,Full,5.6
"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",35,3.4,,,,4,,,Have certificate,,4.7
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82,4.3,5,,,4,4,4,Have certificate,Full,6.3
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",32,,,,,4,5,3,,,6.5
"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",38,3.7,,,,4,4,3,Have certificate,Full,6.6
"Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",61.6,,,,,3,4,4,Have certificate,Full,3.6
"Phường Phương Liệt, Thanh Xuân, Hà Nội",50,3.3,2,,,4,4,3,Have certificate,,8.1
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",80,6,,Tây - Nam,,3,,,,,5.7
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",32,3.2,10,Nam,Nam,2,2,2,Have certificate,Full,3.38
"Đường Nguyễn Công Hoan, Phường Hòa An, Cẩm Lệ, Đà Nẵng",54,6,3,,,2,3,3,Have certificate,Full,2.45
"Hẻm 360, Đường Phạm Hữu Lầu, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",30,6,8,Đông - Bắc,,2,4,3,,,2.48
"Đường Phạm Công Trứ, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",101,,5.5,,,1,2,1,Have certificate,Full,3
"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",58,,,,,,2,2,,,9.5
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",98,,,,,,,,,,9.8
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",48,,,,,,,,,,6.5
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",50,4.2,10,Bắc,,4,4,3,Have certificate,Basic,3.2
"Đường Lê Trọng Tấn, Phường An Bình, Dĩ An, Bình Dương",95,5,12,,,3,4,3,,,6.95
"Đường Nguyễn Quang Lâm, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",128,,7.5,,,2,3,2,Have certificate,Full,4.35
"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",22,3,3,Đông - Bắc,Đông - Bắc,2,2,3,Have certificate,Basic,4.5
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",51,,3,,,,3,,Have certificate,,3.85
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",35,3.5,,,,4,4,,Have certificate,Full,9.2
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",30,3.6,,,,5,4,,Have certificate,Full,6.65
"Swan Park, Phố Tôn Đức Thắng, Xã Phú Thạnh, Nhơn Trạch, Đồng Nai",107.1,6.3,,Tây - Nam,,3,4,4,Sale contract,,3.7
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",50,5,,,,5,,,Have certificate,Full,9
"Đường Nguyễn Trường Tộ, Phường Tân Thành, Tân Phú, Hồ Chí Minh",41.1,5,12,Bắc,Bắc,5,4,3,Have certificate,Basic,7.5
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",33,3.5,3,,,3,3,3,Have certificate,Full,3.99
"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",30,3,12,,,4,3,3,Have certificate,Full,7.5
"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",88,3.9,,,,2,4,,Have certificate,,8
"KP3, Phường Trảng Dài, Biên Hòa, Đồng Nai",90,,,,,,3,2,Have certificate,Full,1.4
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",63.9,4.5,3.5,Nam,Nam,2,2,3,Have certificate,Full,4.99
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",39,5,8,,,7,4,4,Have certificate,Full,9.7
"Đường Số 17, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",79.9,3.9,2,,,1,2,1,Have certificate,,3.35
"Dự án Sun Casa Central, Đường Dân Chủ, Xã Vĩnh Tân, Tân Uyên, Bình Dương",250,10,16,Tây - Bắc,Tây - Bắc,2,4,3,Sale contract,,6.12
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",44,4.8,,,,5,3,3,Have certificate,Full,7.4
"Đường Hoàng Hoa Thám, Phường Bưởi, Tây Hồ, Hà Nội",60,,,,,4,4,3,Have certificate,Full,8.6
"Dự án KDC đường 5 nối dài, Đường Võ Thị Sáu, Phường Thống Nhất, Biên Hòa, Đồng Nai",75.6,,,Đông,,4,,,Have certificate,,7.9
"Đường 6, Phường Đông Cương, Thanh Hóa, Thanh Hóa",72,6.5,10,Bắc,,3,5,3,Have certificate,,3.35
"Dự án VCN Phước Hải, Đường B3, Phường Phước Hải, Nha Trang, Khánh Hòa",108.8,5.45,13,Tây - Bắc,,3,4,,Have certificate,Full,8.95
"Đường 2, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",146,5.63,5,,,2,7,7,Have certificate,,8.3
"Phường Sở Dầu, Hồng Bàng, Hải Phòng",47.8,4,3,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Full,3.2
"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",48,4,6,,,4,3,5,Have certificate,,8.9
"Đường  Tạ Quang Bửu, Phường 2, Quận 8, Hồ Chí Minh",40,4,,Tây,,4,5,4,Have certificate,,6.28
"Đường Phan Đình Phùng, Phường Tân Thành, Tân Phú, Hồ Chí Minh",68,4.17,8,,,4,4,5,,,8.2
"Đường Huy Du, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",35,3.7,,Đông - Bắc,,7,,,,Full,9
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",57,3.83,,Đông,,3,4,5,Have certificate,,8.5
"Đường Ba Đình, Phường 8, Quận 8, Hồ Chí Minh",77.6,6.5,,Tây,,,3,2,Have certificate,,5.7
"334, Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",51,,7,,,,,,Have certificate,,4.3
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",56,,,Đông - Nam,,4,5,4,Have certificate,Basic,9.1
"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",25,,,,,5,5,4,Have certificate,Full,7.15
"Đường Nguyễn Thị Tồn, Phường Hóa An, Biên Hòa, Đồng Nai",72,4,6,,,2,3,2,Have certificate,,3
"Hẻm 184, Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",42,,3.5,Tây,,4,3,3,Have certificate,Full,6.4
"Đường Dương Bá Trạc, Phường 2, Quận 8, Hồ Chí Minh",66,3.86,6,Tây,,3,3,,Have certificate,,8
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",38,,,,,5,3,4,Have certificate,Full,5.6
"Đường Nguyễn Trãi, Phường Hải Châu II, Hải Châu, Đà Nẵng",60,,5.5,,,3,3,2,,,7.6
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",35,4.8,3.1,,,5,,,Have certificate,,5.4
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",52,,2.5,,,5,6,4,Have certificate,Full,7.8
"Ngõ 61, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",38,,,,,4,4,4,Have certificate,Basic,5.45
"Đường Trần Quang Khải, Phường Lộc Thọ, Nha Trang, Khánh Hòa",64,6.5,6.5,,,,,,Have certificate,,9.5
"Dự án Citi Bella, Phường Cát Lái, Quận 2, Hồ Chí Minh",83.2,,,Đông - Bắc,,3,,,Have certificate,,6.6
"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",45,,4,,,4,4,3,Have certificate,Full,7.9
"Dự án The Monarchy, Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",130,,,,,2,2,2,Have certificate,Full,8.1
"43A/15, Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",60.2,5.2,6,Tây - Nam,,3,4,3,Have certificate,Basic,6
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",74,,,,,4,4,3,Have certificate,Basic,8.5
"Đường Tỉnh lộ 826, Xã Long Thạnh, Cần Đước, Long An",86,5,,Tây - Nam,Tây - Nam,1,3,2,Have certificate,,2.6
"Ngõ 15, Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",33,5,3,,,5,3,4,Have certificate,Full,7.8
"Đường Nguyễn Sơn, Phường Ngọc Lâm, Long Biên, Hà Nội",35,3.5,3,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,5.6
"Ngõ 6, Phố Nhân Hòa, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",30,,,Đông - Nam,Tây - Bắc,4,3,3,,,3.7
"Đường Lê Tấn Bê, Phường An Lạc, Bình Tân, Hồ Chí Minh.",76,4,6,,,1,,,,,4.6
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",38,5,15,,,6,4,5,Have certificate,Full,9.9
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45,6.2,2,,,5,4,4,Have certificate,,7.65
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",39,4,3,,,5,3,4,Have certificate,Basic,6.8
"Nhà 59A ngõ 514, Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",38,5.9,3,,,5,3,4,Have certificate,Full,4.98
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",39,4.5,10,,,6,3,5,Have certificate,Full,9.9
"Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh.",42,8,8,,,1,1,1,Have certificate,,2.4
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",75,6,3.5,,,,,,Have certificate,,4.4
"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",57,,,,,,,,Sale contract,Basic,9
"Đường Lê Thị Lơ, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh.",77,5,5,Nam,,1,3,1,,,3.15
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",65.5,4.5,10.5,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,8
"Đường Nguyễn Trung Trực, Phường An Bình, Rạch Giá, Kiên Giang",144,30,20,Tây,,,2,1,Have certificate,,2.8
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",35,,,,,4,5,5,Have certificate,Full,4
"Đường Cô Bắc, Phường Hải Châu II, Hải Châu, Đà Nẵng",54.1,5.82,5.5,Tây,Tây,3,3,3,Have certificate,Full,6.9
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",34,5,3,Tây - Nam,Tây - Bắc,6,3,4,Have certificate,Basic,6.9
"Đường Thạnh Lộc 26, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",50,,,,,,4,5,Have certificate,Full,6.3
"Đường Trưng Nhị, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",90,4,6,,,3,3,3,Have certificate,Full,4.9
"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh.",70.6,4.5,5,,,4,4,4,Have certificate,Full,3.5
"Ngõ 11, Phố Thái Hà, Phường Quang Trung, Đống Đa, Hà Nội",30,3,3,,,4,2,3,Have certificate,Full,7
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",46,6.2,,,,4,,,Have certificate,Full,7.6
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",50.4,,,,,4,5,5,Have certificate,,4.4
"Đường Bàu Năng 1, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90,,,,,3,4,4,,,6.1
"Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh",50,4.25,9,,,3,3,3,Have certificate,,3.99
"Xã Vĩnh Trung, Nha Trang, Khánh Hòa",147.1,10,5,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,2.2
"Đường Ông Ích Khiêm, Phường Thanh Bình, Hải Châu, Đà Nẵng",135,4,15,Bắc,Bắc,3,3,4,Have certificate,,4.48
"Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75,4,4,Đông - Nam,,3,3,4,Have certificate,Full,6.8
"Đường Kiều Oánh Mậu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90,5,7.5,,,3,3,4,Have certificate,Full,4.8
"Dự án Flamingo Hải Tiến, Xã Hoằng Trường, Hoằng Hóa, Thanh Hóa.",96,8,20,Đông,Đông,4,6,6,Sale contract,,9
"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",41,4,30,,,2,2,2,Have certificate,Full,8.39
"Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",71,3.9,5,Tây,,2,2,1,Have certificate,,6.3
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",48,4,3,,,4,4,3,Have certificate,Full,7.68
"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh",39,,,Tây - Nam,Tây - Nam,4,3,3,Have certificate,Full,9.8
"Đường Quốc Lộ 20, Xã Gia Tân 3, Thống Nhất, Đồng Nai",125,5,5,,,1,4,3,Have certificate,Full,2.45
"Dự án Centa Riverside, Đường Hữu Nghị, Xã Phù Chẩn, Từ Sơn, Bắc Ninh",180,,,Đông - Bắc,,,,,,,8.5
"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",26,,10,,,4,3,3,Have certificate,Full,6.7
"Xã Tân Liễu, Yên Dũng, Bắc Giang.",190,15,6,Đông - Bắc,,,,,Have certificate,,2.3
"Đường Đông Hưng Thuận 5, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",71,3.5,5,,,2,2,2,Have certificate,Basic,3.9
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",42,3.5,,,,3,5,4,Have certificate,Full,6.9
"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",39,,,,,4,4,,Have certificate,Basic,6.8
"Xã Diên Toàn, Huyện Diên Khánh, Khánh Hòa",76.6,5,6,Đông - Nam,,4,3,4,Have certificate,Basic,2.85
"Phố Thái Hà, Phường Quang Trung, Đống Đa, Hà Nội",30,3,3,,,4,2,3,Have certificate,Full,7.2
"Đường Trung Lang, Phường 12, Tân Bình, Hồ Chí Minh",43,,,,,3,3,3,Have certificate,Full,6.1
"Đường Mai Xuân Thưởng, Phường 11, Bình Thạnh, Hồ Chí Minh",52,4,3,,,3,3,3,Have certificate,Full,5.5
"Đường Đô Đốc Chấn, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",93.5,7.2,8,Bắc,,2,2,2,Have certificate,Basic,6.8
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42,4.5,,,,4,,,Have certificate,Full,7.9
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",60,5,15,,,4,4,3,Have certificate,Full,8
"Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",95,6,6,,,5,5,5,Have certificate,Full,9.99
"Mỹ Phước 3, Đường DL14, Phường Thới Hòa, Bến Cát, Bình Dương",150,5,20,Tây,Tây,3,5,4,Have certificate,Basic,4.25
"Dự án Vĩnh Điềm Trung, Đường B4, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",56.2,,13,,,2,2,,,,2.1
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",38.1,3,,,,3,2,3,Have certificate,Basic,4
"Đường Trần Văn Giàu, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",60,4,6,,,3,4,5,Have certificate,Full,2.5
"Phường Lái Thiêu, Thuận An, Bình Dương",132,,,,,2,3,2,Have certificate,,3.45
"Đường Xa La, Phường Phú La, Hà Đông, Hà Nội",39,,,,,4,4,,,,5.5
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",55,4,,,,4,4,4,Have certificate,Full,8.7
"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội",60,,3,,,4,4,4,Have certificate,Full,7.5
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",38,3.8,3,,,4,3,4,,,3.7
"Đường Trương Văn Thành, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",117.1,6,8,Đông - Nam,Đông - Nam,1,7,7,Have certificate,Basic,8.45
"Dự án KDC Phú Hồng Thịnh 10, Đường N5, Phường Bình An, Dĩ An, Bình Dương",60,4,12,Đông - Bắc,Đông - Bắc,4,4,6,Have certificate,Full,5.5
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",40,,,,,4,3,4,Have certificate,Full,6.5
"Ngõ 162, Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",50,4,3,,,4,4,3,Have certificate,Basic,5.5
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",40,,,,,4,3,3,Have certificate,,6.1
"Đường Xuân Thới Sơn 19, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",92,5,8,Bắc,,2,3,2,Have certificate,,4.2
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",40,3.9,,,,4,4,3,,Full,3.4
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",41,3.8,3,,,5,3,4,Have certificate,Full,4.8
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",55,5,12,,,4,4,,Have certificate,Full,9
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",71.4,5,7,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Full,9.5
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",55,5,3,,,5,,,,,8.8
"Đường Tây Sơn, Phường Nam Đồng, Đống Đa, Hà Nội",55,,,Đông - Bắc,,4,4,3,Have certificate,Full,8.35
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",30,4,,,,2,2,2,Have certificate,Full,3.9
"Đường Phú Thiện, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",79.2,,,,,2,2,2,,,2.6
"1/, Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",48,4,7,Đông,,3,4,,Have certificate,,3.9
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",30,3,6,,,5,3,4,Have certificate,,4.05
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",55,4.5,,,,3,2,2,Have certificate,Basic,9.9
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",50,,,,,5,5,,Have certificate,,9.3
"Dự án Sun Casa Central, Đường Dân Chủ, Xã Vĩnh Tân, Tân Uyên, Bình Dương",100,5,16,Tây,Tây,3,3,3,Sale contract,,3.26
"16/11 Đường Số 9, Phường Long Bình, Quận 9, Hồ Chí Minh",116.7,,,,,1,3,2,Have certificate,,4.2
"Đường  Lý Thường Kiệt, Phường 7, Gò Vấp, Hồ Chí Minh",42,,3,,,1,2,2,Have certificate,Full,3.95
"Phố Phan Đăng Lưu, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",85,4,5,,,3,3,3,Have certificate,,4.65
"Đường Lê A, Xã Bình Lộc, Long Khánh, Đồng Nai",83,7,5,,,2,3,2,Have certificate,Full,1.7
"Phố Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",56,3.7,,,,4,3,4,Have certificate,Basic,8.5
"Đường Tân Vĩnh, Phường 4, Quận 4, Hồ Chí Minh",40,,4,,,4,4,3,,,4
"Dự án Bảo Vinh Residence, Đường Lê A, Phường Bảo Vinh, Long Khánh, Đồng Nai",100,5,36,,,2,6,3,Have certificate,Basic,4.5
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",40,5,,,,5,3,3,Have certificate,Full,4.5
"Đường Số 9, Phường 9, Gò Vấp, Hồ Chí Minh",30,,7,,,2,2,2,Have certificate,Full,3.75
"Bình An 7, Hòa Cường Bắc, Hải Châu, Đà Nẵng",56,5,7,,,2,3,3,Have certificate,Full,4.79
"Viễn Đông Star, Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30,3.8,7,,,5,,,Have certificate,,4.4
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",36,,3,,,2,2,2,Have certificate,Full,3.75
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",19,,,,,4,3,3,Have certificate,Full,3.5
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",56,,8,,,3,3,3,Have certificate,Basic,4.5
"Đường Ngô Quyền, Phường Bảo Vinh, Long Khánh, Đồng Nai",105,5,5,,,1,3,2,Have certificate,Full,1.98
"Đường Tô Hiệu, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",56,9,16,,,4,4,5,Have certificate,,7.5
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45,4.5,,,,4,4,3,Have certificate,Full,7.9
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",40,,4,,,3,2,2,Have certificate,Basic,3.64
"Đường Hoà Phú 28, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",92,,,,,3,3,4,Have certificate,Full,6.95
"Đường Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh",57,,6,,,6,3,4,Have certificate,Full,8.6
"Xã Tả Thanh Oai, Thanh Trì, Hà Nội",32,32,3,,,5,3,4,Have certificate,Basic,4
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",38,3.5,9,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Basic,4.1
"Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",63,,5,Bắc,,4,4,4,Have certificate,,6.35
"Đường Bùi Thị Cội, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",48,4,6,,,,2,1,Have certificate,Basic,2.2
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",30,,7,,,2,2,2,Have certificate,Full,6.5
"Đường Nguyễn Thị Tồn, Phường Hóa An, Biên Hòa, Đồng Nai",90,4.5,8,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,2.7
"Đường Sư Vạn Hạnh, Phường 10, Quận 10, Hồ Chí Minh",68,,4,Nam,,3,4,4,Have certificate,,5.75
"VSIP I Bình Dương, D1, Thuận Giao, Thuận An, Bình Dương",100,5,12,Tây,,2,,,Have certificate,,7.2
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",68,4,4,,,3,4,4,,,7.1
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",70,,12,,,2,3,3,Have certificate,Full,7.5
"Đường Trần Nhân Tông, Phường Mân Thái, Sơn Trà, Đà Nẵng",86.4,4.8,15,,,2,3,2,Have certificate,Basic,7.6
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",113,10,12,,,,5,4,Have certificate,Full,7.1
"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",165,,22,,,,5,2,Have certificate,Full,9.8
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",32,,,,,,,,Have certificate,Full,4.45
"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",28.8,,,Đông - Bắc,,2,2,2,Have certificate,,3.69
"Phố Đông Các, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",24,,,,,,,,,,6.5
"Xã Hố Nai 3, Trảng Bom, Đồng Nai",128,6.9,8,Tây,Tây,1,2,1,Have certificate,Basic,1.5
"Đường Hòa Minh 3, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",72,,5.5,Tây - Nam,Tây - Nam,2,3,2,Have certificate,Full,3.75
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",44,,,,,5,6,,Have certificate,Full,6.9
"Dự án Lovera Park, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",75,5,52,,,3,3,3,Have certificate,Full,5.5
"Đường Ngũ Hiệp, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",41,4,4,,,5,3,3,Have certificate,Basic,5.85
"Lô 22, Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",52,4,15,Tây - Nam,Tây - Nam,3,3,2,Have certificate,,5.5
"Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội",36,,,,,5,,,Have certificate,,7.4
"Dự án Phú Cường, Phường An Hòa, Rạch Giá, Kiên Giang",69.75,4.5,6,Tây - Bắc,Đông - Nam,2,2,2,Have certificate,Basic,1.79
"Đường Minh Khai, Phường Mai Động, Hoàng Mai, Hà Nội",27,3,2.5,Tây - Nam,Tây - Nam,3,3,3,,Basic,2.45
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",51,55,6,,,6,6,6,Have certificate,,7.6
"Đường Thành Công, Phường Láng Hạ, Đống Đa, Hà Nội",72,5,3,,,4,4,5,,,6.6
"Đường An Thọ 1, Xã An Khánh, Hoài Đức, Hà Nội",36,4,,,,5,6,5,Have certificate,Basic,4.28
"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55,,,,,5,,,Have certificate,,8.85
"Đường Đình Nghi Xuân, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",42,,,,,2,2,2,Have certificate,,3.8
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",56,4,6,Nam,,3,4,3,Have certificate,Full,4.9
"Nhà số 44 ngõ 204, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",28,4,3,,,4,2,3,Have certificate,Full,4.6
"Phố Hai Bà Trưng, Phường Đông Hòa, Dĩ An, Bình Dương",88.7,5,30,Tây - Bắc,Tây - Bắc,1,2,2,Have certificate,Basic,7.1
"Đường Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",64,,10,,,4,4,4,Have certificate,Basic,9.5
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",20,3.5,4,,,2,2,2,Have certificate,Full,2.5
